Business ID,Name,Address,Coordinates,Number of Reviews,Rating,Zip Code
hH5PbL-5BpYKKhJhkD_kqA,Broadway Bagel,2658 Broadway,"{'latitude': 40.79766736925262, 'longitude': -73.96929198311689}",240,4.0,10025
ru1SNTniUClsnDWy4MNsfw,Fanelli's Cafe,94 Prince St,"{'latitude': 40.724634, 'longitude': -73.998776}",447,3.5,10012
zcwxdBaofN3EFcSjo4OdXg,Cafe Colette,79 Berry St,"{'latitude': 40.719747, 'longitude': -73.957565}",413,3.5,11249
DmTz35KvxO20mH-pJxLNpg,Xi'an Famous Foods,96 8th Ave,"{'latitude': 40.740203, 'longitude': -74.001963}",119,4.0,10011
EqraPrrv6gAedeVogvt8xw,Long Acre Tavern,146 W 47th St,"{'latitude': 40.7587089592894, 'longitude': -73.9836531096067}",62,4.5,10036
opCMbGK-fvGPRSBibPzu3w,Famous Amadeus Pizza,840 8th Ave,"{'latitude': 40.7626, 'longitude': -73.98566}",287,3.5,10019
5ug2QKS0euTuykTywPMjEQ,Petey's Burger,30-17 30th Ave,"{'latitude': 40.76724, 'longitude': -73.92162}",488,3.5,11102
--SoNTeCXFUx56no0OgibQ,Bites of Xi'an,84 E 10th St,"{'latitude': 40.730861, 'longitude': -73.989941}",78,4.5,10003
3dz0vTvwFJgX64uHdtFGMA,Neil's Coffee Shop,961 Lexington Ave,"{'latitude': 40.7689106, 'longitude': -73.9630072}",227,3.5,10021
5LqclCP-RTj61-5QNo0jZw,Maison Harlem,341 St Nicholas Ave,"{'latitude': 40.8121862892803, 'longitude': -73.9516100875101}",569,4.0,10027
OIJc9sdcyA4rkbEbge8jMQ,PLNT Burger,1147 Broadway,"{'latitude': 40.74415, 'longitude': -73.98909}",43,5.0,10010
KxFUde0zYhZXBeJKnwPzMg,Tallgrass Burger,214 1st Ave,"{'latitude': 40.730422, 'longitude': -73.982879}",260,4.0,10009
JXsHJfBAKZT0fG8XkA9Kzw,Sweet Science,135 Graham Ave,"{'latitude': 40.7063841819763, 'longitude': -73.9431119710207}",666,3.5,11206
YhRSJ--11pdF8aMMbzYQ_Q,PLNT Burger,139 4th Ave,"{'latitude': 40.73384, 'longitude': -73.98966}",93,4.5,10003
W23yXhj_Dqp1SCoLX-R9Sw,King Wang's,"522 Columbus Ave, Ste A","{'latitude': 40.786064, 'longitude': -73.972712}",62,5.0,10024
zV5u8sr2u9x_oxq7BNuKKw,Le Marais,150 W 46th St,"{'latitude': 40.758, 'longitude': -73.98429}",332,3.0,10036
x_l-hj8fvUbpTcZB8biYDg,7th Street Burger,110 Macdougal St,"{'latitude': 40.72957, 'longitude': -74.00073}",76,4.5,10012
NgPXeIWQicIXxjxSlGXvjA,Black Burger,386 Canal St,"{'latitude': 40.72137863336611, 'longitude': -74.00492808956233}",372,4.0,10013
NRQbIOVnEnsJ8t2xg7W_zg,Mel's Burger Bar,2850 Broadway,"{'latitude': 40.80443, 'longitude': -73.96618}",789,3.5,10025
Sw7LUCN0Qo3V3D5xoqY6hg,Retro Pizza Cafe,41-02 Broadway,"{'latitude': 40.7584403193969, 'longitude': -73.917931338696}",205,4.0,11103
IT7fmvejMygNXsV71jvZtg,Quinoa Kitchen,287 Bedford Ave,"{'latitude': 40.71403, 'longitude': -73.96147}",189,4.0,11211
bO7oI7V8MYbRxenHQcWOqQ,Surf Bar,139 N 6th St,"{'latitude': 40.7177048496671, 'longitude': -73.9586651666596}",649,3.5,11249
FkEVXH6-Mg1AHl-uV8832Q,KX BURGER AND BEYOND,29-04 Ditmars Blvd,"{'latitude': 40.77651, 'longitude': -73.91172}",143,4.5,11105
dfh4IK_KOa_giRjrRaHg0Q,White Star Bar,230 Brunswick St,"{'latitude': 40.72794, 'longitude': -74.04991}",509,4.0,07302
C-qsaCzeaFIsLrupYt4ZQA,Five Guys,690 3rd Ave,"{'latitude': 40.7517768, 'longitude': -73.973958}",176,3.5,10017
mfHF5q5e00Oy3GhqxUQiYg,Meat and Bread,201 Allen St,"{'latitude': 40.722484, 'longitude': -73.989129}",83,4.5,10002
WfJNUmeFNU8_fznPgY9N_g,Ida's Nearabout,43-13 Queens Blvd,"{'latitude': 40.7437641, 'longitude': -73.9208344}",147,4.0,11104
PSpKOPwS1YFLsEVw4ZYSvQ,New York Burger,470 W 23rd St,"{'latitude': 40.747502005728, 'longitude': -74.004090705219}",303,3.5,10011
3dQ6eutxp0tbvrVe8TjTaQ,Black Iron Burger,250 W 54th St,"{'latitude': 40.76433, 'longitude': -73.98343}",59,4.5,10019
oB4nOEmkpgJ7Z3JZC0qqBw,Black Crescent,76 Clinton St,"{'latitude': 40.718898108224614, 'longitude': -73.98504750000157}",188,4.0,10002
Kg1OqaEPNFFL5FuqnALdWQ,David's Brisket House and Deli,533 Nostrand Ave,"{'latitude': 40.679434, 'longitude': -73.949515}",510,4.5,11216
hgQxxv1WlmI7lMjLjp-2zA,Bus Stop Cafe,597 Hudson St,"{'latitude': 40.73702, 'longitude': -74.00595}",262,4.0,10014
skN-mgnOezFQr9YNh5G5TQ,Lolita's Kitchen,1364 Lexington Ave,"{'latitude': 40.7824207446896, 'longitude': -73.9534502033954}",135,4.0,10128
RIHkQMeiqhxGyXo3j9iudQ,Mister Dips,111 N 12th St,"{'latitude': 40.7222796349, 'longitude': -73.9571206359}",233,3.5,11249
ZBrYU1OA8jT1wfPsH6UwYQ,Dark Side Of The Moo,52 Bowers St,"{'latitude': 40.74608334388953, 'longitude': -74.0445552}",248,4.0,07307
xjXNnWVxDamvU1L9f6CgPw,Hero Certified Burgers,453 E 78th St,"{'latitude': 40.7709449589462, 'longitude': -73.9511877670884}",132,4.0,10075
PiZcGY3ioOW2xQbxwotiVw,7th Street Burger,304 E 49th St,"{'latitude': 40.753967, 'longitude': -73.968605}",30,4.5,10017
-86K6KX3HlUwkWTWRO3VAQ,Kyuramen - Flushing,133-42 37th Ave,"{'latitude': 40.76051, 'longitude': -73.83339}",1162,4.0,11354
7ft-V9E0vfkBhlpPeTm4nQ,Bareburger - Upper West Side,"795 Columbus Ave, Upper West Side  1","{'latitude': 40.79443, 'longitude': -73.96616}",388,3.5,10025
jdj0gh4JcJYmuhwk56VMLA,Merrion Square Pub,1840 2nd Ave,"{'latitude': 40.7836032416781, 'longitude': -73.9474270737233}",235,3.5,10128
y5PUfpIpxt2P4CAgu2ky0w,Jumieka NYC,"601 Lexington Ave, The Hugh","{'latitude': 40.75878, 'longitude': -73.97048}",28,4.5,10022
fk3-pMDXesluqvPOTyRJgQ,Augurs Well,115 St Marks Pl,"{'latitude': 40.7271194, 'longitude': -73.9836121}",122,4.0,10009
